provincia ;canton;Edad;personas_por_edad
Esmeraldas;Esmeraldas;De 55-59;274
Esmeraldas;Esmeraldas;De 60-64;266
Esmeraldas;Esmeraldas;De 65-69;218
Esmeraldas;Esmeraldas;De 70-74;143
Esmeraldas;Esmeraldas;De 75-79;80
Esmeraldas;Esmeraldas;De 80-84;75
Esmeraldas;Esmeraldas;85 o más;58
Esmeraldas;Esmeraldas;Total Tabiazo;2.789
Esmeraldas;Esmeraldas;De 0-4;297
Esmeraldas;Esmeraldas;De 5-9;241
Esmeraldas;Esmeraldas;De 10-14;318
Esmeraldas;Esmeraldas;De 15-19;324
Esmeraldas;Esmeraldas;De 20-24;219
Esmeraldas;Esmeraldas;De 25-29;186
Esmeraldas;Esmeraldas;De 30-34;154
Esmeraldas;Esmeraldas;De 35-39;166
Esmeraldas;Esmeraldas;De 40-44;127
Esmeraldas;Esmeraldas;De 45-49;142
Esmeraldas;Esmeraldas;De 50-54;104
Esmeraldas;Esmeraldas;De 55-59;117
Esmeraldas;Esmeraldas;De 60-64;116
Esmeraldas;Esmeraldas;De 65-69;75
Esmeraldas;Esmeraldas;De 70-74;70
Esmeraldas;Esmeraldas;De 75-79;60
Esmeraldas;Esmeraldas;De 80-84;27
Esmeraldas;Esmeraldas;85 o más;46
Esmeraldas;Esmeraldas;Total Tachina;6.439
Esmeraldas;Esmeraldas;De 0-4;628
Esmeraldas;Esmeraldas;De 5-9;663
Esmeraldas;Esmeraldas;De 10-14;740
Esmeraldas;Esmeraldas;De 15-19;622
Esmeraldas;Esmeraldas;De 20-24;538
Esmeraldas;Esmeraldas;De 25-29;448
Esmeraldas;Esmeraldas;De 30-34;413
Esmeraldas;Esmeraldas;De 35-39;466
Esmeraldas;Esmeraldas;De 40-44;441
Esmeraldas;Esmeraldas;De 45-49;299
Esmeraldas;Esmeraldas;De 50-54;261
Esmeraldas;Esmeraldas;De 55-59;198
Esmeraldas;Esmeraldas;De 60-64;213
Esmeraldas;Esmeraldas;De 65-69;161
Esmeraldas;Esmeraldas;De 70-74;140
Esmeraldas;Esmeraldas;De 75-79;84
Esmeraldas;Esmeraldas;De 80-84;57
Esmeraldas;Esmeraldas;85 o más;67
Esmeraldas;Esmeraldas;Total Vuelta Larga;8.930
Esmeraldas;Esmeraldas;De 0-4;947
Esmeraldas;Esmeraldas;De 5-9;957
Esmeraldas;Esmeraldas;De 10-14;1.164
Esmeraldas;Esmeraldas;De 15-19;970
Esmeraldas;Esmeraldas;De 20-24;683
Esmeraldas;Esmeraldas;De 25-29;591
Esmeraldas;Esmeraldas;De 30-34;615
Esmeraldas;Esmeraldas;De 35-39;620
Esmeraldas;Esmeraldas;De 40-44;553
Esmeraldas;Esmeraldas;De 45-49;412
Esmeraldas;Esmeraldas;De 50-54;360
Esmeraldas;Esmeraldas;De 55-59;312
Esmeraldas;Esmeraldas;De 60-64;236
Esmeraldas;Esmeraldas;De 65-69;199
Esmeraldas;Esmeraldas;De 70-74;112
Esmeraldas;Esmeraldas;De 75-79;106
Esmeraldas;Esmeraldas;De 80-84;50
Esmeraldas;Esmeraldas;85 o más;43
Esmeraldas;Eloy Alfaro;Total Eloy Alfaro;46.305
Esmeraldas;Eloy Alfaro;De 0-4;5.314
Esmeraldas;Eloy Alfaro;De 5-9;4.803
Esmeraldas;Eloy Alfaro;De 10-14;5.950
Esmeraldas;Eloy Alfaro;De 15-19;5.280
Esmeraldas;Eloy Alfaro;De 20-24;4.206
Esmeraldas;Eloy Alfaro;De 25-29;3.513
Esmeraldas;Eloy Alfaro;De 30-34;2.960
Esmeraldas;Eloy Alfaro;De 35-39;2.429
Esmeraldas;Eloy Alfaro;De 40-44;2.390
Esmeraldas;Eloy Alfaro;De 45-49;1.921
Esmeraldas;Eloy Alfaro;De 50-54;1.754
Esmeraldas;Eloy Alfaro;De 55-59;1.575
Esmeraldas;Eloy Alfaro;De 60-64;1.367
Esmeraldas;Eloy Alfaro;De 65-69;1.076
Esmeraldas;Eloy Alfaro;De 70-74;702
Esmeraldas;Eloy Alfaro;De 75-79;471
Esmeraldas;Eloy Alfaro;De 80-84;306
Esmeraldas;Eloy Alfaro;85 o más;288
Esmeraldas;Eloy Alfaro;Total Valdez;5.848
Esmeraldas;Eloy Alfaro;De 0-4;590
Esmeraldas;Eloy Alfaro;De 5-9;576
Esmeraldas;Eloy Alfaro;De 10-14;706
Esmeraldas;Eloy Alfaro;De 15-19;643
Esmeraldas;Eloy Alfaro;De 20-24;578
Esmeraldas;Eloy Alfaro;De 25-29;415
Esmeraldas;Eloy Alfaro;De 30-34;336
Esmeraldas;Eloy Alfaro;De 35-39;282
Esmeraldas;Eloy Alfaro;De 40-44;317
Esmeraldas;Eloy Alfaro;De 45-49;269
Esmeraldas;Eloy Alfaro;De 50-54;278
Esmeraldas;Eloy Alfaro;De 55-59;229
Esmeraldas;Eloy Alfaro;De 60-64;190
Esmeraldas;Eloy Alfaro;De 65-69;147
Esmeraldas;Eloy Alfaro;De 70-74;115
Esmeraldas;Eloy Alfaro;De 75-79;76
Esmeraldas;Eloy Alfaro;De 80-84;53
Esmeraldas;Eloy Alfaro;85 o más;48
Esmeraldas;Eloy Alfaro;Total Anchayacu;3.075
Esmeraldas;Eloy Alfaro;De 0-4;378
Esmeraldas;Eloy Alfaro;De 5-9;304
Esmeraldas;Eloy Alfaro;De 10-14;373
Esmeraldas;Eloy Alfaro;De 15-19;328
Esmeraldas;Eloy Alfaro;De 20-24;283
Esmeraldas;Eloy Alfaro;De 25-29;214
Esmeraldas;Eloy Alfaro;De 30-34;246
Esmeraldas;Eloy Alfaro;De 35-39;175
Esmeraldas;Eloy Alfaro;De 40-44;162
Esmeraldas;Eloy Alfaro;De 45-49;124
Esmeraldas;Eloy Alfaro;De 50-54;107
Esmeraldas;Eloy Alfaro;De 55-59;107
Esmeraldas;Eloy Alfaro;De 60-64;91
Esmeraldas;Eloy Alfaro;De 65-69;63
Esmeraldas;Eloy Alfaro;De 70-74;57
Esmeraldas;Eloy Alfaro;De 75-79;34
Esmeraldas;Eloy Alfaro;De 80-84;17
Esmeraldas;Eloy Alfaro;85 o más;12
Esmeraldas;Eloy Alfaro;Total Atahualpa;1.388
Esmeraldas;Eloy Alfaro;De 0-4;154
Esmeraldas;Eloy Alfaro;De 5-9;156
Esmeraldas;Eloy Alfaro;De 10-14;159
Esmeraldas;Eloy Alfaro;De 15-19;184
Esmeraldas;Eloy Alfaro;De 20-24;121
Esmeraldas;Eloy Alfaro;De 25-29;97
Esmeraldas;Eloy Alfaro;De 30-34;93
Esmeraldas;Eloy Alfaro;De 35-39;67
Esmeraldas;Eloy Alfaro;De 40-44;69
Esmeraldas;Eloy Alfaro;De 45-49;46
Esmeraldas;Eloy Alfaro;De 50-54;55
Esmeraldas;Eloy Alfaro;De 55-59;57
Esmeraldas;Eloy Alfaro;De 60-64;60
Esmeraldas;Eloy Alfaro;De 65-69;31
Esmeraldas;Eloy Alfaro;De 70-74;19
Esmeraldas;Eloy Alfaro;De 75-79;10
Esmeraldas;Eloy Alfaro;De 80-84;5
Esmeraldas;Eloy Alfaro;85 o más;5
Esmeraldas;Eloy Alfaro;Total Borbón;9.079
Esmeraldas;Eloy Alfaro;De 0-4;1.012
Esmeraldas;Eloy Alfaro;De 5-9;882
Esmeraldas;Eloy Alfaro;De 10-14;1.137
Esmeraldas;Eloy Alfaro;De 15-19;1.051
Esmeraldas;Eloy Alfaro;De 20-24;824
Esmeraldas;Eloy Alfaro;De 25-29;720
Esmeraldas;Eloy Alfaro;De 30-34;618
Esmeraldas;Eloy Alfaro;De 35-39;494
Esmeraldas;Eloy Alfaro;De 40-44;492
Esmeraldas;Eloy Alfaro;De 45-49;383
Esmeraldas;Eloy Alfaro;De 50-54;344
Esmeraldas;Eloy Alfaro;De 55-59;288
Esmeraldas;Eloy Alfaro;De 60-64;267
Esmeraldas;Eloy Alfaro;De 65-69;209
Esmeraldas;Eloy Alfaro;De 70-74;154
Esmeraldas;Eloy Alfaro;De 75-79;91
Esmeraldas;Eloy Alfaro;De 80-84;62
Esmeraldas;Eloy Alfaro;85 o más;51
Esmeraldas;Eloy Alfaro;Total La Tola;2.949
Esmeraldas;Eloy Alfaro;De 0-4;381
Esmeraldas;Eloy Alfaro;De 5-9;259
Esmeraldas;Eloy Alfaro;De 10-14;376
Esmeraldas;Eloy Alfaro;De 15-19;314
Esmeraldas;Eloy Alfaro;De 20-24;265
Esmeraldas;Eloy Alfaro;De 25-29;210
Esmeraldas;Eloy Alfaro;De 30-34;186
Esmeraldas;Eloy Alfaro;De 35-39;134
Esmeraldas;Eloy Alfaro;De 40-44;160
Esmeraldas;Eloy Alfaro;De 45-49;128
Esmeraldas;Eloy Alfaro;De 50-54;113
Esmeraldas;Eloy Alfaro;De 55-59;116
Esmeraldas;Eloy Alfaro;De 60-64;91
Esmeraldas;Eloy Alfaro;De 65-69;65
Esmeraldas;Eloy Alfaro;De 70-74;52
Esmeraldas;Eloy Alfaro;De 75-79;42
Esmeraldas;Eloy Alfaro;De 80-84;24
Esmeraldas;Eloy Alfaro;85 o más;33
Esmeraldas;Eloy Alfaro;Total Luis Vargas Torres;535
Esmeraldas;Eloy Alfaro;De 0-4;56
Esmeraldas;Eloy Alfaro;De 5-9;39
Esmeraldas;Eloy Alfaro;De 10-14;54
Esmeraldas;Eloy Alfaro;De 15-19;77
Esmeraldas;Eloy Alfaro;De 20-24;59
Esmeraldas;Eloy Alfaro;De 25-29;57
Esmeraldas;Eloy Alfaro;De 30-34;33
Esmeraldas;Eloy Alfaro;De 35-39;26
Esmeraldas;Eloy Alfaro;De 40-44;38
Esmeraldas;Eloy Alfaro;De 45-49;17
Esmeraldas;Eloy Alfaro;De 50-54;22
Esmeraldas;Eloy Alfaro;De 55-59;18
Esmeraldas;Eloy Alfaro;De 60-64;11
Esmeraldas;Eloy Alfaro;De 65-69;18
Esmeraldas;Eloy Alfaro;De 70-74;3
Esmeraldas;Eloy Alfaro;De 75-79;2
Esmeraldas;Eloy Alfaro;De 80-84;2
Esmeraldas;Eloy Alfaro;85 o más;3
Esmeraldas;Eloy Alfaro;Total Maldonado;2.100
Esmeraldas;Eloy Alfaro;De 0-4;263
Esmeraldas;Eloy Alfaro;De 5-9;230
Esmeraldas;Eloy Alfaro;De 10-14;255
Esmeraldas;Eloy Alfaro;De 15-19;243
Esmeraldas;Eloy Alfaro;De 20-24;189
Esmeraldas;Eloy Alfaro;De 25-29;145
Esmeraldas;Eloy Alfaro;De 30-34;130
Esmeraldas;Eloy Alfaro;De 35-39;123
Esmeraldas;Eloy Alfaro;De 40-44;99
Esmeraldas;Eloy Alfaro;De 45-49;86
Esmeraldas;Eloy Alfaro;De 50-54;62
Esmeraldas;Eloy Alfaro;De 55-59;69
Esmeraldas;Eloy Alfaro;De 60-64;75
Esmeraldas;Eloy Alfaro;De 65-69;50
Esmeraldas;Eloy Alfaro;De 70-74;43
Esmeraldas;Eloy Alfaro;De 75-79;15
Esmeraldas;Eloy Alfaro;De 80-84;16
Esmeraldas;Eloy Alfaro;85 o más;7
Esmeraldas;Eloy Alfaro;Total Pampanal de Bolívar;1.363
Esmeraldas;Eloy Alfaro;De 0-4;172
Esmeraldas;Eloy Alfaro;De 5-9;149
Esmeraldas;Eloy Alfaro;De 10-14;192
Esmeraldas;Eloy Alfaro;De 15-19;145
Esmeraldas;Eloy Alfaro;De 20-24;116
Esmeraldas;Eloy Alfaro;De 25-29;95
Esmeraldas;Eloy Alfaro;De 30-34;87
Esmeraldas;Eloy Alfaro;De 35-39;78
Esmeraldas;Eloy Alfaro;De 40-44;67
Esmeraldas;Eloy Alfaro;De 45-49;45
Esmeraldas;Eloy Alfaro;De 50-54;37
Esmeraldas;Eloy Alfaro;De 55-59;35
Esmeraldas;Eloy Alfaro;De 60-64;43
Esmeraldas;Eloy Alfaro;De 65-69;40
Esmeraldas;Eloy Alfaro;De 70-74;22
Esmeraldas;Eloy Alfaro;De 75-79;24
Esmeraldas;Eloy Alfaro;De 80-84;8
Esmeraldas;Eloy Alfaro;85 o más;8
Esmeraldas;Eloy Alfaro;Total San Francisco de Onzole;1.838
Esmeraldas;Eloy Alfaro;De 0-4;223
Esmeraldas;Eloy Alfaro;De 5-9;170
Esmeraldas;Eloy Alfaro;De 10-14;210
Esmeraldas;Eloy Alfaro;De 15-19;198
Esmeraldas;Eloy Alfaro;De 20-24;174
Esmeraldas;Eloy Alfaro;De 25-29;143
Esmeraldas;Eloy Alfaro;De 30-34;115
Esmeraldas;Eloy Alfaro;De 35-39;99
Esmeraldas;Eloy Alfaro;De 40-44;98
Esmeraldas;Eloy Alfaro;De 45-49;83
Esmeraldas;Eloy Alfaro;De 50-54;75
Esmeraldas;Eloy Alfaro;De 55-59;74
Esmeraldas;Eloy Alfaro;De 60-64;44
Esmeraldas;Eloy Alfaro;De 65-69;49
Esmeraldas;Eloy Alfaro;De 70-74;35
Esmeraldas;Eloy Alfaro;De 75-79;22
Esmeraldas;Eloy Alfaro;De 80-84;9
Esmeraldas;Eloy Alfaro;85 o más;17
Esmeraldas;Eloy Alfaro;Total Santo Domingo de Onzole;3.577
Esmeraldas;Eloy Alfaro;De 0-4;414
Esmeraldas;Eloy Alfaro;De 5-9;418
Esmeraldas;Eloy Alfaro;De 10-14;509
Esmeraldas;Eloy Alfaro;De 15-19;405
Esmeraldas;Eloy Alfaro;De 20-24;320
Esmeraldas;Eloy Alfaro;De 25-29;283
Esmeraldas;Eloy Alfaro;De 30-34;225
Esmeraldas;Eloy Alfaro;De 35-39;232
Esmeraldas;Eloy Alfaro;De 40-44;173
Esmeraldas;Eloy Alfaro;De 45-49;147
Esmeraldas;Eloy Alfaro;De 50-54;129
Esmeraldas;Eloy Alfaro;De 55-59;99
Esmeraldas;Eloy Alfaro;De 60-64;70
Esmeraldas;Eloy Alfaro;De 65-69;58
Esmeraldas;Eloy Alfaro;De 70-74;36
Esmeraldas;Eloy Alfaro;De 75-79;28
Esmeraldas;Eloy Alfaro;De 80-84;16
Esmeraldas;Eloy Alfaro;85 o más;15
Esmeraldas;Eloy Alfaro;Total Selva Alegre;1.466
Esmeraldas;Eloy Alfaro;De 0-4;145
Esmeraldas;Eloy Alfaro;De 5-9;161
Esmeraldas;Eloy Alfaro;De 10-14;195
Esmeraldas;Eloy Alfaro;De 15-19;145
Esmeraldas;Eloy Alfaro;De 20-24;122
Esmeraldas;Eloy Alfaro;De 25-29;132
Esmeraldas;Eloy Alfaro;De 30-34;114
Esmeraldas;Eloy Alfaro;De 35-39;87
Esmeraldas;Eloy Alfaro;De 40-44;66
Esmeraldas;Eloy Alfaro;De 45-49;49
Esmeraldas;Eloy Alfaro;De 50-54;50
Esmeraldas;Eloy Alfaro;De 55-59;63
Esmeraldas;Eloy Alfaro;De 60-64;48
Esmeraldas;Eloy Alfaro;De 65-69;37
Esmeraldas;Eloy Alfaro;De 70-74;16
Esmeraldas;Eloy Alfaro;De 75-79;17
Esmeraldas;Eloy Alfaro;De 80-84;7
Esmeraldas;Eloy Alfaro;85 o más;12
Esmeraldas;Eloy Alfaro;Total Telembí;6.316
Esmeraldas;Eloy Alfaro;De 0-4;774
Esmeraldas;Eloy Alfaro;De 5-9;761
Esmeraldas;Eloy Alfaro;De 10-14;924
Esmeraldas;Eloy Alfaro;De 15-19;780
Esmeraldas;Eloy Alfaro;De 20-24;573
Esmeraldas;Eloy Alfaro;De 25-29;460
Esmeraldas;Eloy Alfaro;De 30-34;368
Esmeraldas;Eloy Alfaro;De 35-39;266
Esmeraldas;Eloy Alfaro;De 40-44;284
Esmeraldas;Eloy Alfaro;De 45-49;236
Esmeraldas;Eloy Alfaro;De 50-54;235
Esmeraldas;Eloy Alfaro;De 55-59;189
Esmeraldas;Eloy Alfaro;De 60-64;163
Esmeraldas;Eloy Alfaro;De 65-69;143
Esmeraldas;Eloy Alfaro;De 70-74;61
Esmeraldas;Eloy Alfaro;De 75-79;38
Esmeraldas;Eloy Alfaro;De 80-84;34
Esmeraldas;Eloy Alfaro;85 o más;27
Esmeraldas;Eloy Alfaro;Total Colón Eloy del María;2.200
Esmeraldas;Eloy Alfaro;De 0-4;286
Esmeraldas;Eloy Alfaro;De 5-9;229
Esmeraldas;Eloy Alfaro;De 10-14;252
Esmeraldas;Eloy Alfaro;De 15-19;254
Esmeraldas;Eloy Alfaro;De 20-24;196
Esmeraldas;Eloy Alfaro;De 25-29;192
Esmeraldas;Eloy Alfaro;De 30-34;139
Esmeraldas;Eloy Alfaro;De 35-39;105
Esmeraldas;Eloy Alfaro;De 40-44;110
Esmeraldas;Eloy Alfaro;De 45-49;106
Esmeraldas;Eloy Alfaro;De 50-54;75
Esmeraldas;Eloy Alfaro;De 55-59;70
Esmeraldas;Eloy Alfaro;De 60-64;69
Esmeraldas;Eloy Alfaro;De 65-69;54
Esmeraldas;Eloy Alfaro;De 70-74;27
Esmeraldas;Eloy Alfaro;De 75-79;20
Esmeraldas;Eloy Alfaro;De 80-84;7
Esmeraldas;Eloy Alfaro;85 o más;9
Esmeraldas;Eloy Alfaro;Total San José de Cayapas;1.433
Esmeraldas;Eloy Alfaro;De 0-4;142
Esmeraldas;Eloy Alfaro;De 5-9;151
Esmeraldas;Eloy Alfaro;De 10-14;183
Esmeraldas;Eloy Alfaro;De 15-19;178
Esmeraldas;Eloy Alfaro;De 20-24;118
Esmeraldas;Eloy Alfaro;De 25-29;109
Esmeraldas;Eloy Alfaro;De 30-34;68
Esmeraldas;Eloy Alfaro;De 35-39;79
Esmeraldas;Eloy Alfaro;De 40-44;81
Esmeraldas;Eloy Alfaro;De 45-49;64
Esmeraldas;Eloy Alfaro;De 50-54;45
Esmeraldas;Eloy Alfaro;De 55-59;49
Esmeraldas;Eloy Alfaro;De 60-64;61
Esmeraldas;Eloy Alfaro;De 65-69;51
Esmeraldas;Eloy Alfaro;De 70-74;14
Esmeraldas;Eloy Alfaro;De 75-79;14
Esmeraldas;Eloy Alfaro;De 80-84;18
Esmeraldas;Eloy Alfaro;85 o más;8
Esmeraldas;Eloy Alfaro;Total Timbiré;1.153
Esmeraldas;Eloy Alfaro;De 0-4;115
Esmeraldas;Eloy Alfaro;De 5-9;125
Esmeraldas;Eloy Alfaro;De 10-14;154
Esmeraldas;Eloy Alfaro;De 15-19;119
Esmeraldas;Eloy Alfaro;De 20-24;94
Esmeraldas;Eloy Alfaro;De 25-29;76
Esmeraldas;Eloy Alfaro;De 30-34;82
Esmeraldas;Eloy Alfaro;De 35-39;63
Esmeraldas;Eloy Alfaro;De 40-44;68
Esmeraldas;Eloy Alfaro;De 45-49;46
Esmeraldas;Eloy Alfaro;De 50-54;45
Esmeraldas;Eloy Alfaro;De 55-59;37
Esmeraldas;Eloy Alfaro;De 60-64;39
Esmeraldas;Eloy Alfaro;De 65-69;29
Esmeraldas;Eloy Alfaro;De 70-74;15
Esmeraldas;Eloy Alfaro;De 75-79;14
Esmeraldas;Eloy Alfaro;De 80-84;16
Esmeraldas;Eloy Alfaro;85 o más;16
Esmeraldas;Eloy Alfaro;Total Santa Lucía de las Peñas;1.985
Esmeraldas;Eloy Alfaro;De 0-4;209
Esmeraldas;Eloy Alfaro;De 5-9;193
Esmeraldas;Eloy Alfaro;De 10-14;271
Esmeraldas;Eloy Alfaro;De 15-19;216
Esmeraldas;Eloy Alfaro;De 20-24;174
Esmeraldas;Eloy Alfaro;De 25-29;165
Esmeraldas;Eloy Alfaro;De 30-34;120
Esmeraldas;Eloy Alfaro;De 35-39;119
Esmeraldas;Eloy Alfaro;De 40-44;106
Esmeraldas;Eloy Alfaro;De 45-49;92
Esmeraldas;Eloy Alfaro;De 50-54;82
Esmeraldas;Eloy Alfaro;De 55-59;75
Esmeraldas;Eloy Alfaro;De 60-64;45
Esmeraldas;Eloy Alfaro;De 65-69;32
Esmeraldas;Eloy Alfaro;De 70-74;33
Esmeraldas;Eloy Alfaro;De 75-79;24
Esmeraldas;Eloy Alfaro;De 80-84;12
Esmeraldas;Eloy Alfaro;85 o más;17
Esmeraldas;Muisne;Total Muisne;36.426
Esmeraldas;Muisne;De 0-4;4.306
Esmeraldas;Muisne;De 5-9;3.836
Esmeraldas;Muisne;De 10-14;4.406
Esmeraldas;Muisne;De 15-19;3.846
Esmeraldas;Muisne;De 20-24;3.169
Esmeraldas;Muisne;De 25-29;2.574
Esmeraldas;Muisne;De 30-34;2.438
Esmeraldas;Muisne;De 35-39;2.126
Esmeraldas;Muisne;De 40-44;1.862
Esmeraldas;Muisne;De 45-49;1.540
Esmeraldas;Muisne;De 50-54;1.424
Esmeraldas;Muisne;De 55-59;1.338
Esmeraldas;Muisne;De 60-64;1.090
Esmeraldas;Muisne;De 65-69;865
Esmeraldas;Muisne;De 70-74;602
Esmeraldas;Muisne;De 75-79;431
Esmeraldas;Muisne;De 80-84;298
Esmeraldas;Muisne;85 o más;275
Esmeraldas;Muisne;Total Muisne;8.788
Esmeraldas;Muisne;De 0-4;992
Esmeraldas;Muisne;De 5-9;863
Esmeraldas;Muisne;De 10-14;931
Esmeraldas;Muisne;De 15-19;891
Esmeraldas;Muisne;De 20-24;739
Esmeraldas;Muisne;De 25-29;643
Esmeraldas;Muisne;De 30-34;589
Esmeraldas;Muisne;De 35-39;574
Esmeraldas;Muisne;De 40-44;480
Esmeraldas;Muisne;De 45-49;401
Esmeraldas;Muisne;De 50-54;334
Esmeraldas;Muisne;De 55-59;382
Esmeraldas;Muisne;De 60-64;313
Esmeraldas;Muisne;De 65-69;211
Esmeraldas;Muisne;De 70-74;170
Esmeraldas;Muisne;De 75-79;130
Esmeraldas;Muisne;De 80-84;76
Esmeraldas;Muisne;85 o más;69
Esmeraldas;Muisne;Total Bolívar;2.569
Esmeraldas;Muisne;De 0-4;313
Esmeraldas;Muisne;De 5-9;294
Esmeraldas;Muisne;De 10-14;353
Esmeraldas;Muisne;De 15-19;282
Esmeraldas;Muisne;De 20-24;219
Esmeraldas;Muisne;De 25-29;207
Esmeraldas;Muisne;De 30-34;190
Esmeraldas;Muisne;De 35-39;154
Esmeraldas;Muisne;De 40-44;122
Esmeraldas;Muisne;De 45-49;79
Esmeraldas;Muisne;De 50-54;111
Esmeraldas;Muisne;De 55-59;90
Esmeraldas;Muisne;De 60-64;49
Esmeraldas;Muisne;De 65-69;42
Esmeraldas;Muisne;De 70-74;26
Esmeraldas;Muisne;De 75-79;13
Esmeraldas;Muisne;De 80-84;8
Esmeraldas;Muisne;85 o más;17
Esmeraldas;Muisne;Total Daule;2.842
Esmeraldas;Muisne;De 0-4;366
Esmeraldas;Muisne;De 5-9;314
Esmeraldas;Muisne;De 10-14;355
Esmeraldas;Muisne;De 15-19;324
Esmeraldas;Muisne;De 20-24;240
Esmeraldas;Muisne;De 25-29;205
Esmeraldas;Muisne;De 30-34;195
Esmeraldas;Muisne;De 35-39;142
Esmeraldas;Muisne;De 40-44;164
Esmeraldas;Muisne;De 45-49;113
Esmeraldas;Muisne;De 50-54;104
Esmeraldas;Muisne;De 55-59;83
Esmeraldas;Muisne;De 60-64;74
Esmeraldas;Muisne;De 65-69;53
Esmeraldas;Muisne;De 70-74;36
Esmeraldas;Muisne;De 75-79;33
Esmeraldas;Muisne;De 80-84;25
Esmeraldas;Muisne;85 o más;16
Esmeraldas;Muisne;Total Galera;1.659
Esmeraldas;Muisne;De 0-4;179
Esmeraldas;Muisne;De 5-9;160
Esmeraldas;Muisne;De 10-14;170
Esmeraldas;Muisne;De 15-19;167
Esmeraldas;Muisne;De 20-24;167
Esmeraldas;Muisne;De 25-29;112
Esmeraldas;Muisne;De 30-34;95
Esmeraldas;Muisne;De 35-39;93
Esmeraldas;Muisne;De 40-44;98
Esmeraldas;Muisne;De 45-49;79
Esmeraldas;Muisne;De 50-54;62
Esmeraldas;Muisne;De 55-59;68
Esmeraldas;Muisne;De 60-64;55
Esmeraldas;Muisne;De 65-69;46
Esmeraldas;Muisne;De 70-74;41
Esmeraldas;Muisne;De 75-79;42
Esmeraldas;Muisne;De 80-84;16
Esmeraldas;Muisne;85 o más;9
Esmeraldas;Muisne;Total Quingue;533
Esmeraldas;Muisne;De 0-4;57
Esmeraldas;Muisne;De 5-9;42
Esmeraldas;Muisne;De 10-14;63
Esmeraldas;Muisne;De 15-19;54
Esmeraldas;Muisne;De 20-24;47
Esmeraldas;Muisne;De 25-29;26
Esmeraldas;Muisne;De 30-34;31
Esmeraldas;Muisne;De 35-39;29
Esmeraldas;Muisne;De 40-44;37
Esmeraldas;Muisne;De 45-49;26
Esmeraldas;Muisne;De 50-54;14
Esmeraldas;Muisne;De 55-59;15
Esmeraldas;Muisne;De 60-64;23
Esmeraldas;Muisne;De 65-69;17
Esmeraldas;Muisne;De 70-74;19
Esmeraldas;Muisne;De 75-79;18
Esmeraldas;Muisne;De 80-84;8
Esmeraldas;Muisne;85 o más;7
Esmeraldas;Muisne;Total Sálima;1.439
Esmeraldas;Muisne;De 0-4;186
Esmeraldas;Muisne;De 5-9;147
Esmeraldas;Muisne;De 10-14;186
Esmeraldas;Muisne;De 15-19;136
Esmeraldas;Muisne;De 20-24;131
Esmeraldas;Muisne;De 25-29;105
Esmeraldas;Muisne;De 30-34;91
Esmeraldas;Muisne;De 35-39;83
Esmeraldas;Muisne;De 40-44;73
Esmeraldas;Muisne;De 45-49;67
Esmeraldas;Muisne;De 50-54;47
Esmeraldas;Muisne;De 55-59;44
Esmeraldas;Muisne;De 60-64;36
Esmeraldas;Muisne;De 65-69;28
Esmeraldas;Muisne;De 70-74;31
Esmeraldas;Muisne;De 75-79;20
Esmeraldas;Muisne;De 80-84;14
Esmeraldas;Muisne;85 o más;14
Esmeraldas;Muisne;Total San Francisco;5.023
Esmeraldas;Muisne;De 0-4;513
Esmeraldas;Muisne;De 5-9;528
Esmeraldas;Muisne;De 10-14;618
Esmeraldas;Muisne;De 15-19;529
Esmeraldas;Muisne;De 20-24;400
Esmeraldas;Muisne;De 25-29;327
Esmeraldas;Muisne;De 30-34;316
Esmeraldas;Muisne;De 35-39;323
Esmeraldas;Muisne;De 40-44;249
Esmeraldas;Muisne;De 45-49;217
Esmeraldas;Muisne;De 50-54;210
Esmeraldas;Muisne;De 55-59;216
Esmeraldas;Muisne;De 60-64;171
Esmeraldas;Muisne;De 65-69;147
Esmeraldas;Muisne;De 70-74;108
Esmeraldas;Muisne;De 75-79;48
Esmeraldas;Muisne;De 80-84;55
Esmeraldas;Muisne;85 o más;48
Esmeraldas;Muisne;Total San Gregorio;7.864
Esmeraldas;Muisne;De 0-4;962
Esmeraldas;Muisne;De 5-9;887
Esmeraldas;Muisne;De 10-14;1.038
Esmeraldas;Muisne;De 15-19;865
Esmeraldas;Muisne;De 20-24;685
Esmeraldas;Muisne;De 25-29;571
Esmeraldas;Muisne;De 30-34;544
Esmeraldas;Muisne;De 35-39;400
Esmeraldas;Muisne;De 40-44;353
Esmeraldas;Muisne;De 45-49;319
Esmeraldas;Muisne;De 50-54;306
Esmeraldas;Muisne;De 55-59;249
Esmeraldas;Muisne;De 60-64;226
Esmeraldas;Muisne;De 65-69;170
Esmeraldas;Muisne;De 70-74;93
Esmeraldas;Muisne;De 75-79;77
Esmeraldas;Muisne;De 80-84;59
Esmeraldas;Muisne;85 o más;60
Esmeraldas;Muisne;Total San José de Chamanga;5.709
Esmeraldas;Muisne;De 0-4;738
Esmeraldas;Muisne;De 5-9;601
Esmeraldas;Muisne;De 10-14;692
Esmeraldas;Muisne;De 15-19;598
Esmeraldas;Muisne;De 20-24;541
Esmeraldas;Muisne;De 25-29;378
Esmeraldas;Muisne;De 30-34;387
Esmeraldas;Muisne;De 35-39;328
Esmeraldas;Muisne;De 40-44;286
Esmeraldas;Muisne;De 45-49;239
Esmeraldas;Muisne;De 50-54;236
